"schoolid","schoolname","calendaryear","firsttimebaryear","gradtotal","graddidnottake","graddidnottakepct","gradnoinfo","gradnoinfopct","graddidnottakenoinfopct","prioryrfirsttimetaker","totalfirsttimetakers","totalfirsttimepassers","reportpct","avgschoolpasspct","avgstatepasspct","avgpasspctdiff","ultimatebaryear","ultimatecohorttotal","ultimatedidnottake","ultimatenoinfo","ultimatetakers","ultimatepassers","ultimateschoolpasspct"
"00144402","George Washington University","2015","2014","","","","","","","","575","","0.83300000","0.86230000","0.75970000","0.10260000","","","","","","",""
"00144402","George Washington University","2016","2015","","","","","","","","411","","0.94650000","0.79950000","0.73430000","0.06520000","","","","","","",""
"00144402","George Washington University","2017","2016","555","0","","113","","","22","464","","","0.83410000","0.73190000","0.10220000","","","","","","",""
"00144402","George Washington University","2018","2017","618","0","","133","","","40","525","","","0.88000000","0.75680000","0.12320000","2015","465","0","29","436","419","0.96100000"
"00144402","George Washington University","2019","2018","516","19","0.03680000","32","0.06200000","0.09880000","43","508","430","","0.84650000","0.71990000","0.12660000","2016","555","3","22","530","517","0.97550000"
"00144402","George Washington University","2020","2019","501","19","0.03790000","34","0.06790000","0.10580000","36","484","426","","0.88020000","0.75350000","0.12670000","2017","618","5","21","592","562","0.94930000"
"00144503","Georgetown University","2009","2008","","","","","","","","637","","0.74880000","0.93720000","0.85850000","0.07870000","","","","","","",""
"00144503","Georgetown University","2010","2009","","","","","","","","674","","0.77150000","0.90960000","0.81410000","0.09550000","","","","","","",""
"00144503","Georgetown University","2011","2010","","","","","","","","645","","0.78910000","0.89390000","0.80450000","0.08940000","","","","","","",""
"00144503","Georgetown University","2012","2011","","","","","","","","656","","0.76070000","0.90380000","0.81430000","0.08950000","","","","","","",""
"00144503","Georgetown University","2013","2012","","","","","","","","612","","0.81540000","0.87770000","0.78880000","0.08890000","","","","","","",""
"00144503","Georgetown University","2014","2013","","","","","","","","647","","0.82230000","0.89850000","0.80960000","0.08890000","","","","","","",""
"00144503","Georgetown University","2015","2014","","","","","","","","626","","0.80030000","0.87830000","0.75470000","0.12360000","","","","","","",""
"00144503","Georgetown University","2016","2015","","","","","","","","677","","0.80350000","0.85670000","0.73530000","0.12140000","","","","","","",""
"00144503","Georgetown University","2017","2016","649","67","","30","","","60","612","","","0.93300000","0.74690000","0.18610000","","","","","","",""
"00144503","Georgetown University","2018","2017","674","17","","52","","","48","653","","","0.92500000","0.76540000","0.15960000","2015","692","18","18","656","615","0.93750000"
"00144503","Georgetown University","2019","2018","628","24","0.03820000","26","0.04140000","0.07960000","87","665","600","","0.90220000","0.73250000","0.16970000","2016","645","5","19","621","586","0.94360000"
"00144503","Georgetown University","2020","2019","660","21","0.03180000","37","0.05610000","0.08790000","86","696","645","","0.92670000","0.76990000","0.15680000","2017","674","4","20","650","623","0.95850000"
"00144802","Howard University","2009","2008","","","","","","","","131","","0.71760000","0.63820000","0.85740000","-0.21920000","","","","","","",""
"00144802","Howard University","2010","2009","","","","","","","","131","","0.87020000","0.71930000","0.81040000","-0.09110000","","","","","","",""
"00144802","Howard University","2011","2010","","","","","","","","127","","0.70080000","0.68540000","0.81390000","-0.12850000","","","","","","",""
"00144802","Howard University","2012","2011","","","","","","","","170","","0.74120000","0.59530000","0.82580000","-0.23050000","","","","","","",""
"00144802","Howard University","2013","2012","","","","","","","","145","","0.89660000","0.47690000","0.78980000","-0.31290000","","","","","","",""
"00144802","Howard University","2014","2013","","","","","","","","135","","0.72590000","0.64280000","0.82370000","-0.18090000","","","","","","",""
"00144802","Howard University","2015","2014","","","","","","","","85","","0.98820000","0.65470000","0.76560000","-0.11090000","","","","","","",""
"00144802","Howard University","2016","2015","","","","","","","","103","","0.95150000","0.62240000","0.72550000","-0.10310000","","","","","","",""
"00144802","Howard University","2017","2016","136","39","","8","","","17","106","","","0.50950000","0.73450000","-0.22500000","","","","","","",""
"00144802","Howard University","2018","2017","107","14","","4","","","9","98","","","0.77550000","0.76120000","0.01430000","2015","130","12","0","118","86","0.72880000"
"00144802","Howard University","2019","2018","133","31","0.23310000","0","0.00000000","0.23310000","4","106","67","","0.63210000","0.72730000","-0.09520000","2016","136","24","8","104","80","0.76920000"
"00144802","Howard University","2020","2019","131","5","0.03820000","1","0.00760000","0.04580000","13","139","94","","0.67620000","0.76010000","-0.08390000","2017","107","10","4","93","79","0.84950000"
"00146601","Barry University","2009","2008","","","","","","","","166","","0.92170000","0.76470000","0.80760000","-0.04290000","","","","","","",""
"00146601","Barry University","2010","2009","","","","","","","","164","","0.80490000","0.70450000","0.77810000","-0.07360000","","","","","","",""
"00146601","Barry University","2011","2010","","","","","","","","209","","0.92340000","0.73580000","0.77630000","-0.04050000","","","","","","",""
"00146601","Barry University","2012","2011","","","","","","","","210","","0.85710000","0.70560000","0.79960000","-0.09400000","","","","","","",""
"00146601","Barry University","2013","2012","","","","","","","","187","","0.83960000","0.80890000","0.79320000","0.01570000","","","","","","",""
"00146601","Barry University","2014","2013","","","","","","","","192","","0.85420000","0.79270000","0.77910000","0.01360000","","","","","","",""
"00146601","Barry University","2015","2014","","","","","","","","195","","0.92310000","0.62220000","0.72090000","-0.09870000","","","","","","",""
"00146601","Barry University","2016","2015","","","","","","","","222","","0.88740000","0.50250000","0.67790000","-0.17540000","","","","","","",""
"00146601","Barry University","2017","2016","209","47","","8","","","86","240","","","0.45830000","0.66550000","-0.20720000","","","","","","",""
"00146601","Barry University","2018","2017","178","68","","3","","","43","150","","","0.56000000","0.68490000","-0.12490000","2015","244","3","7","234","172","0.73500000"
"00146601","Barry University","2019","2018","179","56","0.31280000","1","0.00560000","0.31840000","56","178","74","","0.41570000","0.65740000","-0.24170000","2016","212","11","0","201","143","0.71140000"
"00146601","Barry University","2020","2019","176","56","0.31820000","0","0.00000000","0.31820000","42","162","92","","0.56790000","0.70840000","-0.14050000","2017","179","13","0","166","126","0.75900000"
"00146800","St. Thomas University (Florida)","2009","2008","","","","","","","","200","","0.82500000","0.78790000","0.80760000","-0.01970000","","","","","","",""
"00146800","St. Thomas University (Florida)","2010","2009","","","","","","","","182","","0.79120000","0.73610000","0.77810000","-0.04200000","","","","","","",""
"00146800","St. Thomas University (Florida)","2011","2010","","","","","","","","184","","0.85330000","0.74520000","0.77630000","-0.03110000","","","","","","",""
"00146800","St. Thomas University (Florida)","2012","2011","","","","","","","","212","","0.89150000","0.75130000","0.79960000","-0.04830000","","","","","","",""
"00146800","St. Thomas University (Florida)","2013","2012","","","","","","","","202","","0.89600000","0.75140000","0.79320000","-0.04180000","","","","","","",""
"00146800","St. Thomas University (Florida)","2014","2013","","","","","","","","231","","0.89180000","0.71360000","0.77910000","-0.06550000","","","","","","",""
"00146800","St. Thomas University (Florida)","2015","2014","","","","","","","","200","","0.89000000","0.67420000","0.72090000","-0.04670000","","","","","","",""
"00146800","St. Thomas University (Florida)","2016","2015","","","","","","","","161","","0.95030000","0.55560000","0.67790000","-0.12230000","","","","","","",""
"00146800","St. Thomas University (Florida)","2017","2016","208","50","","2","","","40","196","","","0.44900000","0.66550000","-0.21650000","","","","","","",""
"00146800","St. Thomas University (Florida)","2018","2017","179","55","","0","","","48","172","","","0.59300000","0.68360000","-0.09060000","2015","159","2","3","154","121","0.78570000"
"00146800","St. Thomas University (Florida)","2019","2018","183","51","0.27870000","0","0.00000000","0.27870000","44","176","110","","0.62500000","0.65650000","-0.03150000","2016","208","1","4","203","156","0.76850000"
"00146800","St. Thomas University (Florida)","2020","2019","157","28","0.17830000","4","0.02550000","0.20380000","40","165","110","","0.66660000","0.70900000","-0.04240000","2017","179","4","0","175","141","0.80570000"
"00148001","Florida A&M University","2009","2008","","","","","","","","108","","0.97220000","0.65710000","0.80760000","-0.15050000","","","","","","",""
"00148001","Florida A&M University","2010","2009","","","","","","","","154","","0.90260000","0.52520000","0.77810000","-0.25290000","","","","","","",""
"00148001","Florida A&M University","2011","2010","","","","","","","","145","","0.74480000","0.61110000","0.77630000","-0.16520000","","","","","","",""
"00148001","Florida A&M University","2012","2011","","","","","","","","185","","0.77840000","0.63190000","0.79960000","-0.16770000","","","","","","",""
"00148001","Florida A&M University","2013","2012","","","","","","","","147","","0.83670000","0.67480000","0.79320000","-0.11840000","","","","","","",""
"00148001","Florida A&M University","2014","2013","","","","","","","","203","","0.86210000","0.73140000","0.77910000","-0.04770000","","","","","","",""
"00148001","Florida A&M University","2015","2014","","","","","","","","231","","0.67970000","0.73250000","0.72090000","0.01160000","","","","","","",""
"00148001","Florida A&M University","2016","2015","","","","","","","","139","","0.87770000","0.66390000","0.67790000","-0.01400000","","","","","","",""
"00148001","Florida A&M University","2017","2016","123","40","","8","","","32","107","","","0.50470000","0.67020000","-0.16550000","","","","","","",""
"00148001","Florida A&M University","2018","2017","124","30","","16","","","43","121","","","0.51240000","0.68500000","-0.17260000","2015","135","0","15","120","94","0.78330000"
"00148001","Florida A&M University","2019","2018","129","31","0.24030000","19","0.14730000","0.38760000","41","120","58","","0.48330000","0.66080000","-0.17750000","2016","123","0","7","116","88","0.75860000"
"00148001","Florida A&M University","2020","2019","143","37","0.25870000","34","0.23780000","0.49650000","36","108","63","","0.58330000","0.71140000","-0.12810000","2017","127","0","7","120","85","0.70830000"
"00148900","Florida State University","2009","2008","","","","","","","","291","","0.89000000","0.86870000","0.80760000","0.06110000","","","","","","",""
"00148900","Florida State University","2010","2009","","","","","","","","247","","0.87040000","0.86510000","0.77810000","0.08700000","","","","","","",""
"00148900","Florida State University","2011","2010","","","","","","","","244","","0.86070000","0.86190000","0.77630000","0.08560000","","","","","","",""
"00148900","Florida State University","2012","2011","","","","","","","","265","","0.84150000","0.88340000","0.79960000","0.08380000","","","","","","",""
"00148900","Florida State University","2013","2012","","","","","","","","255","","0.88240000","0.88890000","0.79320000","0.09570000","","","","","","",""
"00148900","Florida State University","2014","2013","","","","","","","","230","","0.86090000","0.88380000","0.77910000","0.10470000","","","","","","",""
"00148900","Florida State University","2015","2014","","","","","","","","250","","0.85600000","0.82240000","0.72090000","0.10150000","","","","","","",""
"00148900","Florida State University","2016","2015","","","","","","","","228","","0.89910000","0.80000000","0.67790000","0.12210000","","","","","","",""
"00148900","Florida State University","2017","2016","192","25","","4","","","16","179","","","0.79330000","0.66530000","0.12800000","","","","","","",""
"00148900","Florida State University","2018","2017","237","41","","7","","","23","212","","","0.80190000","0.68260000","0.11930000","2015","250","4","9","237","194","0.81860000"
"00148900","Florida State University","2019","2018","169","30","0.17750000","1","0.00590000","0.18340000","36","174","155","","0.89080000","0.66020000","0.23060000","2016","189","7","1","181","171","0.94480000"
"00148900","Florida State University","2020","2019","177","39","0.22030000","0","0.00000000","0.22030000","5","143","124","","0.86710000","0.70780000","0.15930000","2017","234","4","3","227","211","0.92950000"
"00150900","Nova Southeastern University","2009","2008","","","","","","","","245","","0.92650000","0.84140000","0.80760000","0.03380000","","","","","","",""
"00150900","Nova Southeastern University","2010","2009","","","","","","","","258","","0.96120000","0.83870000","0.77810000","0.06060000","","","","","","",""
"00150900","Nova Southeastern University","2011","2010","","","","","","","","255","","0.96470000","0.83330000","0.77630000","0.05700000","","","","","","",""
"00150900","Nova Southeastern University","2012","2011","","","","","","","","288","","0.90630000","0.86590000","0.79960000","0.06630000","","","","","","",""
"00150900","Nova Southeastern University","2013","2012","","","","","","","","350","","0.92570000","0.79630000","0.79320000","0.00310000","","","","","","",""
"00150900","Nova Southeastern University","2014","2013","","","","","","","","294","","0.96260000","0.81630000","0.77910000","0.03720000","","","","","","",""
"00150900","Nova Southeastern University","2015","2014","","","","","","","","250","","0.97200000","0.70370000","0.72090000","-0.01720000","","","","","","",""
"00150900","Nova Southeastern University","2016","2015","","","","","","","","271","","0.99260000","0.65060000","0.67790000","-0.02730000","","","","","","",""
"00150900","Nova Southeastern University","2017","2016","236","0","","18","","","8","226","","","0.64600000","0.65660000","-0.01060000","","","","","","",""
"00150900","Nova Southeastern University","2018","2017","219","0","","16","","","8","211","","","0.68720000","0.68020000","0.00700000","2015","285","0","18","267","226","0.84640000"
"00150900","Nova Southeastern University","2019","2018","216","14","0.06480000","4","0.01850000","0.08330000","13","211","99","","0.46920000","0.65700000","-0.18780000","2016","236","0","11","225","210","0.93330000"
"00150900","Nova Southeastern University","2020","2019","226","13","0.05750000","1","0.00440000","0.06190000","8","220","144","","0.65450000","0.70580000","-0.05130000","2017","219","3","0","216","195","0.90280000"
"00153101","Stetson University","2009","2008","","","","","","","","283","","0.92230000","0.81990000","0.80760000","0.01230000","","","","","","",""
"00153101","Stetson University","2010","2009","","","","","","","","299","","0.95320000","0.81050000","0.77810000","0.03240000","","","","","","",""
"00153101","Stetson University","2011","2010","","","","","","","","291","","1.00000000","0.75950000","0.77630000","-0.01680000","","","","","","",""
"00153101","Stetson University","2012","2011","","","","","","","","286","","1.00000000","0.87410000","0.79960000","0.07450000","","","","","","",""
"00153101","Stetson University","2013","2012","","","","","","","","317","","1.00000000","0.89270000","0.79320000","0.09950000","","","","","","",""
"00153101","Stetson University","2014","2013","","","","","","","","295","","0.94580000","0.89250000","0.77910000","0.11340000","","","","","","",""
"00153101","Stetson University","2015","2014","","","","","","","","259","","1.00000000","0.79920000","0.72090000","0.07830000","","","","","","",""
"00153101","Stetson University","2016","2015","","","","","","","","237","","1.00000000","0.76770000","0.68160000","0.08610000","","","","","","",""
"00153101","Stetson University","2017","2016","282","74","","0","","","67","275","","","0.73820000","0.66260000","0.07560000","","","","","","",""
"00153101","Stetson University","2018","2017","237","52","","0","","","62","247","","","0.69630000","0.68820000","0.00810000","2015","270","18","0","252","224","0.88890000"
"00153101","Stetson University","2019","2018","234","51","0.21790000","0","0.00000000","0.21790000","40","223","145","","0.65030000","0.65890000","-0.00860000","2016","282","19","0","263","232","0.88210000"
"00153101","Stetson University","2020","2019","245","50","0.20410000","0","0.00000000","0.20410000","46","247","190","","0.76920000","0.70640000","0.06280000","2017","237","20","0","217","190","0.87560000"
"00153505","University of Florida","2009","2008","","","","","","","","481","","0.99170000","0.88690000","0.81470000","0.07220000","","","","","","",""
"00153505","University of Florida","2010","2009","","","","","","","","362","","0.88950000","0.85710000","0.77810000","0.07900000","","","","","","",""
"00153505","University of Florida","2011","2010","","","","","","","","377","","0.83550000","0.87940000","0.77630000","0.10310000","","","","","","",""
"00153505","University of Florida","2012","2011","","","","","","","","386","","0.91710000","0.90390000","0.80210000","0.10180000","","","","","","",""
"00153505","University of Florida","2013","2012","","","","","","","","320","","0.95630000","0.89540000","0.79320000","0.10220000","","","","","","",""
"00153505","University of Florida","2014","2013","","","","","","","","353","","0.97170000","0.87170000","0.77910000","0.09260000","","","","","","",""
"00153505","University of Florida","2015","2014","","","","","","","","294","","0.96260000","0.89050000","0.72090000","0.16960000","","","","","","",""
"00153505","University of Florida","2016","2015","","","","","","","","286","","0.99650000","0.87020000","0.67790000","0.19230000","","","","","","",""
"00153505","University of Florida","2017","2016","320","33","","4","","","20","303","","","0.78550000","0.66350000","0.12200000","","","","","","",""
"00153505","University of Florida","2018","2017","326","29","","9","","","32","320","","","0.75620000","0.68690000","0.06930000","2015","309","0","4","305","299","0.98030000"
"00153505","University of Florida","2019","2018","319","22","0.06900000","4","0.01250000","0.08150000","27","320","229","","0.71570000","0.66280000","0.05290000","2016","320","3","0","317","293","0.92430000"
"00153505","University of Florida","2020","2019","329","27","0.08210000","0","0.00000000","0.08210000","24","326","284","","0.87120000","0.71090000","0.16030000","2017","326","5","3","318","296","0.93080000"
"00153601","University of Miami","2009","2008","","","","","","","","373","","0.73460000","0.90510000","0.80760000","0.09750000","","","","","","",""
"00153601","University of Miami","2010","2009","","","","","","","","384","","0.84900000","0.82520000","0.79570000","0.02950000","","","","","","",""
"00153601","University of Miami","2011","2010","","","","","","","","464","","0.76940000","0.84310000","0.77630000","0.06680000","","","","","","",""
"00153601","University of Miami","2012","2011","","","","","","","","421","","0.77200000","0.83080000","0.79960000","0.03120000","","","","","","",""
"00153601","University of Miami","2013","2012","","","","","","","","439","","0.73120000","0.81310000","0.79320000","0.01990000","","","","","","",""
"00153601","University of Miami","2014","2013","","","","","","","","389","","0.83800000","0.81600000","0.77910000","0.03690000","","","","","","",""
"00153601","University of Miami","2015","2014","","","","","","","","393","","0.83460000","0.81100000","0.72090000","0.09010000","","","","","","",""
"00153601","University of Miami","2016","2015","","","","","","","","372","","0.83060000","0.69260000","0.67790000","0.01470000","","","","","","",""
"00153601","University of Miami","2017","2016","319","67","","0","","","52","304","","","0.76650000","0.66710000","0.09940000","","","","","","",""
"00153601","University of Miami","2018","2017","245","25","","22","","","59","257","","","0.83650000","0.69570000","0.14080000","2015","401","33","0","368","340","0.92390000"
"00153601","University of Miami","2019","2018","337","31","0.09200000","32","0.09500000","0.18690000","37","311","246","","0.79100000","0.66450000","0.12650000","2016","318","20","0","298","275","0.92280000"
"00153601","University of Miami","2020","2019","340","46","0.13530000","49","0.14410000","0.27940000","38","283","222","","0.78440000","0.71790000","0.06650000","2017","257","16","4","237","228","0.96200000"
"00156400","Emory University","2009","2008","","","","","","","","140","","0.77140000","0.93520000","0.89270000","0.04250000","","","","","","",""
"00156400","Emory University","2010","2009","","","","","","","","155","","0.70970000","0.91820000","0.86280000","0.05540000","","","","","","",""
"00156400","Emory University","2011","2010","","","","","","","","153","","0.76470000","0.94870000","0.83610000","0.11260000","","","","","","",""
"00156400","Emory University","2012","2011","","","","","","","","147","","0.70070000","0.93200000","0.84770000","0.08430000","","","","","","",""
"00156400","Emory University","2013","2012","","","","","","","","256","","0.84380000","0.93050000","0.83230000","0.09820000","","","","","","",""
"00156400","Emory University","2014","2013","","","","","","","","293","","0.73720000","0.94900000","0.85040000","0.09860000","","","","","","",""
"00156400","Emory University","2015","2014","","","","","","","","277","","0.70760000","0.88780000","0.79820000","0.08960000","","","","","","",""
"00156400","Emory University","2016","2015","","","","","","","","311","","0.72990000","0.84140000","0.74350000","0.09790000","","","","","","",""
"00156400","Emory University","2017","2016","284","25","","14","","","13","258","","","0.79460000","0.73010000","0.06450000","","","","","","",""
"00156400","Emory University","2018","2017","302","22","","19","","","20","281","","","0.79360000","0.74510000","0.04850000","2015","312","5","4","303","287","0.94720000"
"00156400","Emory University","2019","2018","309","16","0.05180000","26","0.08410000","0.13590000","18","285","234","","0.82110000","0.72910000","0.09200000","2016","284","5","12","267","241","0.90260000"
"00156400","Emory University","2020","2019","307","37","0.12050000","0","0.00000000","0.12050000","21","291","241","","0.82820000","0.72020000","0.10800000","2017","299","9","5","285","252","0.88420000"
"00157400","Georgia State University","2009","2008","","","","","","","","172","","1.00000000","0.94190000","0.89270000","0.04920000","","","","","","",""
"00157400","Georgia State University","2010","2009","","","","","","","","170","","1.00000000","0.94120000","0.86280000","0.07840000","","","","","","",""
"00157400","Georgia State University","2011","2010","","","","","","","","167","","1.00000000","0.92810000","0.83610000","0.09200000","","","","","","",""
"00157400","Georgia State University","2012","2011","","","","","","","","174","","0.99430000","0.94220000","0.84770000","0.09450000","","","","","","",""
"00157400","Georgia State University","2013","2012","","","","","","","","200","","0.93000000","0.96770000","0.83980000","0.12790000","","","","","","",""
"00157400","Georgia State University","2014","2013","","","","","","","","199","","0.89450000","0.94380000","0.85150000","0.09230000","","","","","","",""
"00157400","Georgia State University","2015","2014","","","","","","","","202","","1.00000000","0.91580000","0.80230000","0.11350000","","","","","","",""
"00157400","Georgia State University","2016","2015","","","","","","","","202","","0.85640000","0.88440000","0.73450000","0.14990000","","","","","","",""
"00157400","Georgia State University","2017","2016","199","33","","11","","","52","207","","","0.83090000","0.71340000","0.11750000","","","","","","",""
"00157400","Georgia State University","2018","2017","184","28","","15","","","40","181","","","0.82320000","0.73360000","0.08960000","2015","199","0","11","188","165","0.87770000"
"00157400","Georgia State University","2019","2018","171","30","0.17540000","0","0.00000000","0.17540000","40","181","153","","0.84530000","0.71180000","0.13350000","2016","199","4","0","195","184","0.94360000"
"00157400","Georgia State University","2020","2019","196","28","0.14290000","0","0.00000000","0.14290000","23","191","166","","0.86910000","0.65920000","0.20990000","2017","184","8","0","176","170","0.96590000"
"00158015","Mercer University","2009","2008","","","","","","","","144","","0.83330000","0.95830000","0.89270000","0.06560000","","","","","","",""
"00158015","Mercer University","2010","2009","","","","","","","","159","","0.79250000","0.87300000","0.86280000","0.01020000","","","","","","",""
"00158015","Mercer University","2011","2010","","","","","","","","142","","0.80990000","0.90430000","0.83610000","0.06820000","","","","","","",""
"00158015","Mercer University","2012","2011","","","","","","","","140","","0.75710000","0.77360000","0.84770000","-0.07410000","","","","","","",""
"00158015","Mercer University","2013","2012","","","","","","","","152","","0.80920000","0.92680000","0.83980000","0.08700000","","","","","","",""
"00158015","Mercer University","2014","2013","","","","","","","","164","","0.82930000","0.86760000","0.85150000","0.01610000","","","","","","",""
"00158015","Mercer University","2015","2014","","","","","","","","143","","0.84620000","0.80990000","0.80230000","0.00760000","","","","","","",""
"00158015","Mercer University","2016","2015","","","","","","","","111","","0.91890000","0.74510000","0.73450000","0.01060000","","","","","","",""
"00158015","Mercer University","2017","2016","166","5","","5","","","2","158","","","0.65830000","0.71200000","-0.05370000","","","","","","",""
"00158015","Mercer University","2018","2017","124","10","","0","","","5","119","","","0.76470000","0.73220000","0.03250000","2015","115","3","1","111","102","0.91890000"
"00158015","Mercer University","2019","2018","120","9","0.07500000","0","0.00000000","0.07500000","6","117","85","","0.72650000","0.71220000","0.01430000","2016","166","5","0","161","136","0.84470000"
"00158015","Mercer University","2020","2019","130","8","0.06150000","0","0.00000000","0.06150000","6","128","104","","0.81250000","0.66980000","0.14270000","2017","123","0","4","119","106","0.89080000"
"00159800","University of Georgia","2009","2008","","","","","","","","174","","1.00000000","0.98850000","0.88830000","0.10020000","","","","","","",""
"00159800","University of Georgia","2010","2009","","","","","","","","201","","1.00000000","0.95050000","0.85780000","0.09270000","","","","","","",""
"00159800","University of Georgia","2011","2010","","","","","","","","215","","0.94420000","0.97030000","0.83340000","0.13690000","","","","","","",""
"00159800","University of Georgia","2012","2011","","","","","","","","223","","0.95960000","0.92510000","0.84650000","0.07860000","","","","","","",""
"00159800","University of Georgia","2013","2012","","","","","","","","218","","1.00000000","0.94510000","0.83850000","0.10660000","","","","","","",""
"00159800","University of Georgia","2014","2013","","","","","","","","229","","1.00000000","0.94770000","0.84670000","0.10100000","","","","","","",""
"00159800","University of Georgia","2015","2014","","","","","","","","222","","0.99550000","0.90940000","0.79860000","0.11080000","","","","","","",""
"00159800","University of Georgia","2016","2015","","","","","","","","188","","1.00000000","0.88830000","0.73690000","0.15140000","","","","","","",""
"00159800","University of Georgia","2017","2016","197","10","","4","","","13","196","","","0.87240000","0.71510000","0.15730000","","","","","","",""
"00159800","University of Georgia","2018","2017","182","16","","3","","","6","169","","","0.88750000","0.73560000","0.15190000","2015","190","1","2","187","178","0.95190000"
"00159800","University of Georgia","2019","2018","193","12","0.06220000","1","0.00520000","0.06740000","13","193","162","","0.83940000","0.71430000","0.12510000","2016","197","7","1","189","183","0.96830000"
"00159800","University of Georgia","2020","2019","185","11","0.05950000","0","0.00000000","0.05950000","8","182","167","","0.91760000","0.67780000","0.23980000","2017","182","5","0","177","169","0.95480000"
"00161000","University of Hawaii","2009","2008","","","","","","","","91","","0.81320000","0.86490000","0.88480000","-0.01990000","","","","","","",""
"00161000","University of Hawaii","2010","2009","","","","","","","","81","","0.93830000","0.88160000","0.85940000","0.02220000","","","","","","",""
"00161000","University of Hawaii","2011","2010","","","","","","","","74","","0.93240000","0.75360000","0.77040000","-0.01680000","","","","","","",""
"00161000","University of Hawaii","2012","2011","","","","","","","","92","","0.93480000","0.74420000","0.83040000","-0.08620000","","","","","","",""
"00161000","University of Hawaii","2013","2012","","","","","","","","94","","0.87230000","0.74390000","0.75110000","-0.00720000","","","","","","",""
"00161000","University of Hawaii","2014","2013","","","","","","","","97","","0.88660000","0.82560000","0.81480000","0.01080000","","","","","","",""
"00161000","University of Hawaii","2015","2014","","","","","","","","97","","0.98970000","0.69800000","0.74360000","-0.04560000","","","","","","",""
"00161000","University of Hawaii","2016","2015","","","","","","","","106","","0.92450000","0.78570000","0.76300000","0.02270000","","","","","","",""
"00161000","University of Hawaii","2017","2016","77","19","","0","","","13","71","","","0.70420000","0.79160000","-0.08740000","","","","","","",""
"00161000","University of Hawaii","2018","2017","124","37","","0","","","15","102","","","0.72550000","0.75740000","-0.03190000","2015","108","7","0","101","90","0.89110000"
"00161000","University of Hawaii","2019","2018","80","13","0.16250000","1","0.01250000","0.17500000","32","98","78","","0.79600000","0.79100000","0.00500000","2016","77","7","0","70","59","0.84290000"
"00161000","University of Hawaii","2020","2019","88","20","0.22730000","0","0.00000000","0.22730000","2","70","46","","0.65720000","0.73270000","-0.07550000","2017","124","0","8","116","99","0.85340000"
"00162600","University of Idaho","2009","2008","","","","","","","","93","","0.98920000","0.77180000","0.80230000","-0.03050000","","","","","","",""
"00162600","University of Idaho","2010","2009","","","","","","","","93","","0.98920000","0.83700000","0.83190000","0.00510000","","","","","","",""
"00162600","University of Idaho","2011","2010","","","","","","","","85","","1.00000000","0.69440000","0.79940000","-0.10500000","","","","","","",""
"00162600","University of Idaho","2012","2011","","","","","","","","106","","0.79250000","0.78560000","0.80670000","-0.02110000","","","","","","",""
"00162600","University of Idaho","2013","2012","","","","","","","","94","","0.72340000","0.85290000","0.85560000","-0.00270000","","","","","","",""
"00162600","University of Idaho","2014","2013","","","","","","","","130","","0.73080000","0.77900000","0.82350000","-0.04450000","","","","","","",""
"00162600","University of Idaho","2015","2014","","","","","","","","111","","0.85590000","0.71580000","0.74900000","-0.03320000","","","","","","",""
"00162600","University of Idaho","2016","2015","","","","","","","","95","","0.87370000","0.67470000","0.73330000","-0.05860000","","","","","","",""
"00162600","University of Idaho","2017","2016","115","21","","1","","","27","120","","","0.74170000","0.78240000","-0.04070000","","","","","","",""
"00162600","University of Idaho","2018","2017","89","9","","10","","","19","89","","","0.73030000","0.78320000","-0.05290000","2015","108","3","0","105","94","0.89520000"
"00162600","University of Idaho","2019","2018","96","13","0.13540000","4","0.04170000","0.17710000","10","89","66","","0.74150000","0.75750000","-0.01600000","2016","115","5","0","110","98","0.89090000"
"00162600","University of Idaho","2020","2019","101","14","0.13860000","7","0.06930000","0.20790000","12","92","64","","0.69560000","0.73860000","-0.04300000","2017","89","3","5","81","68","0.83950000"
"00167100","Depaul University","2009","2008","","","","","","","","300","","0.89000000","0.89140000","0.90940000","-0.01800000","","","","","","",""
"00167100","Depaul University","2010","2009","","","","","","","","320","","0.86250000","0.92390000","0.90890000","0.01500000","","","","","","",""
"00167100","Depaul University","2011","2010","","","","","","","","288","","0.92010000","0.89810000","0.89380000","0.00430000","","","","","","",""
"00167100","Depaul University","2012","2011","","","","","","","","326","","0.83130000","0.92620000","0.89100000","0.03520000","","","","","","",""
"00167100","Depaul University","2013","2012","","","","","","","","370","","0.84320000","0.87500000","0.87340000","0.00160000","","","","","","",""
"00167100","Depaul University","2014","2013","","","","","","","","295","","0.94920000","0.86790000","0.87260000","-0.00470000","","","","","","",""
"00167100","Depaul University","2015","2014","","","","","","","","280","","0.89640000","0.86850000","0.85410000","0.01440000","","","","","","",""
"00167100","Depaul University","2016","2015","","","","","","","","241","","0.87140000","0.81430000","0.80800000","0.00630000","","","","","","",""
"00167100","Depaul University","2017","2016","233","24","","17","","","26","218","","","0.70640000","0.77410000","-0.06770000","","","","","","",""
"00167100","Depaul University","2018","2017","232","25","","26","","","26","207","","","0.69570000","0.79480000","-0.09910000","2015","253","0","13","240","212","0.88330000"
"00167100","Depaul University","2019","2018","214","22","0.10280000","6","0.02800000","0.13080000","25","211","129","","0.61140000","0.75740000","-0.14600000","2016","233","1","11","221","196","0.88690000"
