"schoolid","schoolname","calendaryear","firsttimebaryear","gradtotal","graddidnottake","graddidnottakepct","gradnoinfo","gradnoinfopct","graddidnottakenoinfopct","prioryrfirsttimetaker","totalfirsttimetakers","totalfirsttimepassers","reportpct","avgschoolpasspct","avgstatepasspct","avgpasspctdiff","ultimatebaryear","ultimatecohorttotal","ultimatedidnottake","ultimatenoinfo","ultimatetakers","ultimatepassers","ultimateschoolpasspct"
"00100300","Faulkner University","2009","2008","","","","","","","","62","","0.98390000","0.93440000","0.89030000","0.04410000","","","","","","",""
"00100300","Faulkner University","2010","2009","","","","","","","","75","","0.89330000","0.89560000","0.86390000","0.03170000","","","","","","",""
"00100300","Faulkner University","2011","2010","","","","","","","","83","","0.89160000","0.91900000","0.84480000","0.07420000","","","","","","",""
"00100300","Faulkner University","2012","2011","","","","","","","","99","","0.85860000","0.89410000","0.87120000","0.02290000","","","","","","",""
"00100300","Faulkner University","2013","2012","","","","","","","","97","","0.76290000","0.87850000","0.85580000","0.02270000","","","","","","",""
"00100300","Faulkner University","2014","2013","","","","","","","","98","","0.75510000","0.91890000","0.86760000","0.05130000","","","","","","",""
"00100300","Faulkner University","2015","2014","","","","","","","","80","","0.72500000","0.68970000","0.88450000","-0.19480000","","","","","","",""
"00100300","Faulkner University","2016","2015","","","","","","","","91","","0.97800000","0.65140000","0.79860000","-0.14720000","","","","","","",""
"00100300","Faulkner University","2017","2016","77","13","","3","","","10","71","","","0.70420000","0.78040000","-0.07620000","","","","","","",""
"00100300","Faulkner University","2018","2017","74","8","","7","","","14","73","","","0.50680000","0.78000000","-0.27320000","2015","89","2","0","87","72","0.82760000"
"00100300","Faulkner University","2019","2018","83","18","0.21690000","0","0.00000000","0.21690000","11","76","42","","0.55270000","0.77560000","-0.22290000","2016","77","2","0","75","60","0.80000000"
"00100300","Faulkner University","2020","2019","62","8","0.12900000","0","0.00000000","0.12900000","17","71","52","","0.73240000","0.83760000","-0.10520000","2017","74","2","0","72","45","0.62500000"
"00103600","Samford University","2009","2008","","","","","","","","156","","0.73080000","0.94730000","0.89070000","0.05660000","","","","","","",""
"00103600","Samford University","2010","2009","","","","","","","","150","","0.70000000","0.92380000","0.86510000","0.05870000","","","","","","",""
"00103600","Samford University","2011","2010","","","","","","","","148","","0.79050000","0.94020000","0.84910000","0.09110000","","","","","","",""
"00103600","Samford University","2012","2011","","","","","","","","141","","0.75890000","0.92520000","0.87580000","0.04940000","","","","","","",""
"00103600","Samford University","2013","2012","","","","","","","","156","","0.71790000","0.96430000","0.87560000","0.08870000","","","","","","",""
"00103600","Samford University","2014","2013","","","","","","","","152","","0.82890000","0.84920000","0.86560000","-0.01640000","","","","","","",""
"00103600","Samford University","2015","2014","","","","","","","","123","","0.81300000","0.83000000","0.87050000","-0.04050000","","","","","","",""
"00103600","Samford University","2016","2015","","","","","","","","107","","0.85980000","0.79350000","0.81140000","-0.01790000","","","","","","",""
"00103600","Samford University","2017","2016","151","29","","0","","","21","143","","","0.63640000","0.77530000","-0.13890000","","","","","","",""
"00103600","Samford University","2018","2017","144","26","","7","","","21","132","","","0.70450000","0.78170000","-0.07720000","2015","134","12","13","109","99","0.90830000"
"00103600","Samford University","2019","2018","131","21","0.16030000","0","0.00000000","0.16030000","14","124","99","","0.79840000","0.78180000","0.01660000","2016","146","6","9","131","120","0.91600000"
"00103600","Samford University","2020","2019","138","12","0.08700000","1","0.00720000","0.09420000","13","138","114","","0.82610000","0.83310000","-0.00700000","2017","136","2","10","124","112","0.90320000"
"00105100","University of Alabama","2009","2008","","","","","","","","136","","0.77210000","0.97150000","0.88960000","0.08190000","","","","","","",""
"00105100","University of Alabama","2010","2009","","","","","","","","149","","0.78520000","0.96580000","0.86490000","0.10090000","","","","","","",""
"00105100","University of Alabama","2011","2010","","","","","","","","176","","0.72730000","0.95310000","0.84910000","0.10400000","","","","","","",""
"00105100","University of Alabama","2012","2011","","","","","","","","153","","0.77780000","0.94120000","0.87090000","0.07030000","","","","","","",""
"00105100","University of Alabama","2013","2012","","","","","","","","167","","0.74250000","0.96770000","0.87270000","0.09500000","","","","","","",""
"00105100","University of Alabama","2014","2013","","","","","","","","155","","0.70970000","0.96360000","0.86120000","0.10240000","","","","","","",""
"00105100","University of Alabama","2015","2014","","","","","","","","173","","0.80920000","0.95000000","0.86260000","0.08740000","","","","","","",""
"00105100","University of Alabama","2016","2015","","","","","","","","138","","0.75360000","0.91340000","0.81010000","0.10330000","","","","","","",""
"00105100","University of Alabama","2017","2016","144","17","","2","","","13","138","","","0.90580000","0.76410000","0.14170000","","","","","","",""
"00105100","University of Alabama","2018","2017","132","16","","2","","","14","128","","","0.93750000","0.77880000","0.15870000","2015","144","4","0","140","127","0.90710000"
"00105100","University of Alabama","2019","2018","137","14","0.10220000","0","0.00000000","0.10220000","8","131","115","","0.87790000","0.76830000","0.10960000","2016","144","4","1","139","137","0.98560000"
"00105100","University of Alabama","2020","2019","131","10","0.07630000","3","0.02290000","0.09920000","8","126","118","","0.93650000","0.81720000","0.11930000","2017","132","6","0","126","121","0.96030000"
"00108100","Arizona State University","2009","2008","","","","","","","","200","","0.86000000","0.89530000","0.84030000","0.05500000","","","","","","",""
"00108100","Arizona State University","2010","2009","","","","","","","","182","","0.79120000","0.83330000","0.79760000","0.03570000","","","","","","",""
"00108100","Arizona State University","2011","2010","","","","","","","","155","","0.91610000","0.85920000","0.80740000","0.05180000","","","","","","",""
"00108100","Arizona State University","2012","2011","","","","","","","","197","","0.82230000","0.85800000","0.75610000","0.10190000","","","","","","",""
"00108100","Arizona State University","2013","2012","","","","","","","","200","","0.84500000","0.86390000","0.80210000","0.06180000","","","","","","",""
"00108100","Arizona State University","2014","2013","","","","","","","","207","","0.91790000","0.87890000","0.78230000","0.09660000","","","","","","",""
"00108100","Arizona State University","2015","2014","","","","","","","","174","","0.98280000","0.89470000","0.73660000","0.15810000","","","","","","",""
"00108100","Arizona State University","2016","2015","","","","","","","","214","","0.85980000","0.84780000","0.65810000","0.18970000","","","","","","",""
"00108100","Arizona State University","2017","2016","173","20","","4","","","32","181","","","0.77350000","0.63230000","0.14120000","","","","","","",""
"00108100","Arizona State University","2018","2017","215","41","","0","","","13","187","","","0.75400000","0.64940000","0.10460000","2015","219","5","2","212","198","0.93400000"
"00108100","Arizona State University","2019","2018","269","43","0.15990000","0","0.00000000","0.15990000","35","261","194","","0.74330000","0.69910000","0.04420000","2016","173","6","0","167","155","0.92810000"
"00108100","Arizona State University","2020","2019","271","34","0.12550000","0","0.00000000","0.12550000","34","278","241","","0.86690000","0.74170000","0.12520000","2017","213","7","2","204","185","0.90690000"
"00108300","University of Arizona","2009","2008","","","","","","","","137","","0.86130000","0.91530000","0.82490000","0.09040000","","","","","","",""
"00108300","University of Arizona","2010","2009","","","","","","","","139","","0.71220000","0.92930000","0.79760000","0.13170000","","","","","","",""
"00108300","University of Arizona","2011","2010","","","","","","","","136","","0.83820000","0.93860000","0.79560000","0.14300000","","","","","","",""
"00108300","University of Arizona","2012","2011","","","","","","","","141","","0.71630000","0.85150000","0.75610000","0.09540000","","","","","","",""
"00108300","University of Arizona","2013","2012","","","","","","","","132","","0.71210000","0.91490000","0.80210000","0.11280000","","","","","","",""
"00108300","University of Arizona","2014","2013","","","","","","","","151","","0.74830000","0.80530000","0.77580000","0.02950000","","","","","","",""
"00108300","University of Arizona","2015","2014","","","","","","","","138","","0.73910000","0.88240000","0.73660000","0.14580000","","","","","","",""
"00108300","University of Arizona","2016","2015","","","","","","","","138","","0.71010000","0.80610000","0.65810000","0.14800000","","","","","","",""
"00108300","University of Arizona","2017","2016","108","13","","0","","","22","117","","","0.68380000","0.65780000","0.02600000","","","","","","",""
"00108300","University of Arizona","2018","2017","127","11","","1","","","6","121","","","0.72720000","0.67060000","0.05660000","2015","158","9","1","148","128","0.86490000"
"00108300","University of Arizona","2019","2018","128","21","0.16410000","0","0.00000000","0.16410000","6","113","73","","0.64600000","0.70700000","-0.06100000","2016","108","6","0","102","94","0.92160000"
"00108300","University of Arizona","2020","2019","103","23","0.22330000","0","0.00000000","0.22330000","13","114","76","","0.66670000","0.74470000","-0.07800000","2017","130","8","1","121","107","0.88430000"
"00110101","University of Arkansas-Little Rock","2009","2008","","","","","","","","124","","0.86290000","0.81310000","0.82530000","-0.01220000","","","","","","",""
"00110101","University of Arkansas-Little Rock","2010","2009","","","","","","","","129","","0.79840000","0.64080000","0.74220000","-0.10140000","","","","","","",""
"00110101","University of Arkansas-Little Rock","2011","2010","","","","","","","","119","","0.82350000","0.68370000","0.72480000","-0.04110000","","","","","","",""
"00110101","University of Arkansas-Little Rock","2012","2011","","","","","","","","142","","0.80280000","0.83330000","0.83440000","-0.00110000","","","","","","",""
"00110101","University of Arkansas-Little Rock","2013","2012","","","","","","","","141","","0.84400000","0.75630000","0.76540000","-0.00910000","","","","","","",""
"00110101","University of Arkansas-Little Rock","2014","2013","","","","","","","","140","","0.85000000","0.70580000","0.77270000","-0.06690000","","","","","","",""
"00110101","University of Arkansas-Little Rock","2015","2014","","","","","","","","131","","0.78630000","0.74760000","0.75580000","-0.00820000","","","","","","",""
"00110101","University of Arkansas-Little Rock","2016","2015","","","","","","","","116","","0.83620000","0.76290000","0.76690000","-0.00400000","","","","","","",""
"00110101","University of Arkansas-Little Rock","2017","2016","129","10","","5","","","3","117","","","0.66670000","0.69580000","-0.02910000","","","","","","",""
"00110101","University of Arkansas-Little Rock","2018","2017","120","6","","3","","","8","119","","","0.76470000","0.77220000","-0.00750000","2015","123","6","5","112","99","0.88390000"
"00110101","University of Arkansas-Little Rock","2019","2018","102","13","0.12750000","0","0.00000000","0.12750000","3","92","58","","0.63040000","0.70710000","-0.07670000","2016","128","1","2","125","109","0.87200000"
"00110101","University of Arkansas-Little Rock","2020","2019","121","12","0.09920000","0","0.00000000","0.09920000","8","117","79","","0.67520000","0.73420000","-0.05900000","2017","120","3","0","117","104","0.88890000"
"00110800","University of Arkansas-Fayetteville","2009","2008","","","","","","","","123","","0.72360000","0.82020000","0.82530000","-0.00510000","","","","","","",""
"00110800","University of Arkansas-Fayetteville","2010","2009","","","","","","","","118","","0.78810000","0.84950000","0.74220000","0.10730000","","","","","","",""
"00110800","University of Arkansas-Fayetteville","2011","2010","","","","","","","","128","","0.74220000","0.74740000","0.72480000","0.02260000","","","","","","",""
"00110800","University of Arkansas-Fayetteville","2012","2011","","","","","","","","115","","0.80000000","0.82610000","0.83520000","-0.00910000","","","","","","",""
"00110800","University of Arkansas-Fayetteville","2013","2012","","","","","","","","124","","0.82260000","0.82350000","0.76390000","0.05960000","","","","","","",""
"00110800","University of Arkansas-Fayetteville","2014","2013","","","","","","","","134","","0.73130000","0.85710000","0.76320000","0.09390000","","","","","","",""
"00110800","University of Arkansas-Fayetteville","2015","2014","","","","","","","","120","","0.88330000","0.76410000","0.76450000","-0.00040000","","","","","","",""
"00110800","University of Arkansas-Fayetteville","2016","2015","","","","","","","","116","","0.85340000","0.78790000","0.76650000","0.02140000","","","","","","",""
"00110800","University of Arkansas-Fayetteville","2017","2016","100","10","","0","","","4","94","","","0.75530000","0.72130000","0.03400000","","","","","","",""
"00110800","University of Arkansas-Fayetteville","2018","2017","119","14","","3","","","0","102","","","0.84310000","0.78170000","0.06140000","2015","137","6","1","130","112","0.86150000"
"00110800","University of Arkansas-Fayetteville","2019","2018","109","12","0.11010000","0","0.00000000","0.11010000","5","102","70","","0.68630000","0.71910000","-0.03280000","2016","100","3","0","97","94","0.96910000"
"00110800","University of Arkansas-Fayetteville","2020","2019","98","7","0.07140000","0","0.00000000","0.07140000","1","92","72","","0.78260000","0.75290000","0.02970000","2017","121","6","0","115","106","0.92170000"
"00116453","Chapman University","2009","2008","","","","","","","","175","","1.00000000","0.76570000","0.78270000","-0.01700000","","","","","","",""
"00116453","Chapman University","2010","2009","","","","","","","","159","","0.95600000","0.77630000","0.73190000","0.04440000","","","","","","",""
"00116453","Chapman University","2011","2010","","","","","","","","158","","0.95570000","0.68210000","0.71240000","-0.03030000","","","","","","",""
"00116453","Chapman University","2012","2011","","","","","","","","180","","0.96670000","0.78160000","0.72150000","0.06010000","","","","","","",""
"00116453","Chapman University","2013","2012","","","","","","","","174","","0.97700000","0.80000000","0.71430000","0.08570000","","","","","","",""
"00116453","Chapman University","2014","2013","","","","","","","","178","","1.00000000","0.76390000","0.71660000","0.04730000","","","","","","",""
"00116453","Chapman University","2015","2014","","","","","","","","146","","0.99320000","0.75860000","0.66770000","0.09090000","","","","","","",""
"00116453","Chapman University","2016","2015","","","","","","","","132","","1.00000000","0.72740000","0.64190000","0.08550000","","","","","","",""
"00116453","Chapman University","2017","2016","158","3","","0","","","1","156","","","0.58330000","0.60270000","-0.01940000","","","","","","",""
"00116453","Chapman University","2018","2017","149","6","","0","","","1","144","","","0.63880000","0.66340000","-0.02460000","2015","132","0","6","126","118","0.93650000"
"00116453","Chapman University","2019","2018","135","1","0.00740000","0","0.00000000","0.00740000","0","134","83","","0.61940000","0.60680000","0.01260000","2016","158","2","0","156","132","0.84620000"
"00116453","Chapman University","2020","2019","162","0","0.00000000","0","0.00000000","0.00000000","0","162","96","","0.59260000","0.69110000","-0.09850000","2017","144","0","0","144","125","0.86810000"
"00120529","Golden Gate University","2009","2008","","","","","","","","208","","0.96630000","0.71640000","0.78070000","-0.06430000","","","","","","",""
"00120529","Golden Gate University","2010","2009","","","","","","","","176","","0.98300000","0.64160000","0.73190000","-0.09030000","","","","","","",""
"00120529","Golden Gate University","2011","2010","","","","","","","","174","","0.97130000","0.57990000","0.71240000","-0.13250000","","","","","","",""
"00120529","Golden Gate University","2012","2011","","","","","","","","184","","0.98910000","0.62090000","0.72150000","-0.10060000","","","","","","",""
"00120529","Golden Gate University","2013","2012","","","","","","","","189","","0.93120000","0.67610000","0.71430000","-0.03820000","","","","","","",""
"00120529","Golden Gate University","2014","2013","","","","","","","","204","","0.99510000","0.55670000","0.71090000","-0.15420000","","","","","","",""
"00120529","Golden Gate University","2015","2014","","","","","","","","180","","0.97220000","0.45140000","0.66050000","-0.20910000","","","","","","",""
"00120529","Golden Gate University","2016","2015","","","","","","","","150","","0.96000000","0.38890000","0.63700000","-0.24810000","","","","","","",""
"00120529","Golden Gate University","2017","2016","103","0","","17","","","27","113","","","0.35400000","0.61090000","-0.25690000","","","","","","",""
"00120529","Golden Gate University","2018","2017","94","0","","22","","","16","88","","","0.48860000","0.66410000","-0.17550000","2015","161","0","6","155","112","0.72260000"
"00120529","Golden Gate University","2019","2018","69","10","0.14490000","0","0.00000000","0.14490000","19","78","28","","0.35900000","0.61160000","-0.25260000","2016","103","3","0","100","74","0.74000000"
"00120529","Golden Gate University","2020","2019","108","19","0.17590000","1","0.00930000","0.18520000","9","98","43","","0.43880000","0.70290000","-0.26410000","2017","87","3","0","84","63","0.75000000"
"00121601","University of La Verne","2009","2008","","","","","","","","71","","1.00000000","0.60570000","0.77620000","-0.17050000","","","","","","",""
"00121601","University of La Verne","2010","2009","","","","","","","","72","","1.00000000","0.34730000","0.74290000","-0.39560000","","","","","","",""
"00121601","University of La Verne","2011","2010","","","","","","","","95","","1.00000000","0.52630000","0.72280000","-0.19650000","","","","","","",""
"00121601","University of La Verne","2012","2011","","","","","","","","110","","0.99090000","0.55050000","0.72700000","-0.17650000","","","","","","",""
"00121601","University of La Verne","2013","2012","","","","","","","","92","","0.93480000","0.60470000","0.71670000","-0.11200000","","","","","","",""
"00121601","University of La Verne","2014","2013","","","","","","","","94","","1.00000000","0.56370000","0.71220000","-0.14850000","","","","","","",""
"00121601","University of La Verne","2015","2014","","","","","","","","47","","1.00000000","0.74470000","0.66760000","0.07710000","","","","","","",""
"00121601","University of La Verne","2016","2015","","","","","","","","41","","1.00000000","0.53660000","0.63980000","-0.10320000","","","","","","",""
"00121601","University of La Verne","2017","2016","52","4","","0","","","1","49","","","0.32660000","0.60830000","-0.28170000","","","","","","",""
"00121601","University of La Verne","2018","2017","34","1","","0","","","5","38","","","0.42110000","0.67020000","-0.24910000","2015","38","0","0","38","30","0.78950000"
"00121601","University of La Verne","2019","2018","58","4","0.06900000","0","0.00000000","0.06900000","0","54","17","","0.31490000","0.60570000","-0.29080000","2016","47","0","0","47","35","0.74470000"
"00121601","University of La Verne","2020","2019","","","","","","","","","","","","","","","","","","","",""
"00129500","Southwestern Law School","2009","2008","","","","","","","","285","","0.96140000","0.69710000","0.78070000","-0.08360000","","","","","","",""
"00129500","Southwestern Law School","2010","2009","","","","","","","","286","","0.96500000","0.61230000","0.73190000","-0.11960000","","","","","","",""
"00129500","Southwestern Law School","2011","2010","","","","","","","","288","","0.97220000","0.58570000","0.71240000","-0.12670000","","","","","","",""
"00129500","Southwestern Law School","2012","2011","","","","","","","","290","","1.00000000","0.60690000","0.72150000","-0.11460000","","","","","","",""
"00129500","Southwestern Law School","2013","2012","","","","","","","","333","","0.99100000","0.61210000","0.71430000","-0.10220000","","","","","","",""
"00129500","Southwestern Law School","2014","2013","","","","","","","","287","","0.97210000","0.73480000","0.71090000","0.02390000","","","","","","",""
"00129500","Southwestern Law School","2015","2014","","","","","","","","305","","0.97050000","0.56080000","0.66050000","-0.09970000","","","","","","",""
"00129500","Southwestern Law School","2016","2015","","","","","","","","315","","0.99680000","0.50640000","0.63700000","-0.13060000","","","","","","",""
"00129500","Southwestern Law School","2017","2016","319","47","","3","","","42","311","","","0.38260000","0.60330000","-0.22070000","","","","","","",""
"00129500","Southwestern Law School","2018","2017","290","44","","2","","","44","288","","","0.52780000","0.66250000","-0.13470000","2015","306","0","8","298","247","0.82890000"
"00129500","Southwestern Law School","2019","2018","247","0","0.00000000","33","0.13360000","0.13360000","43","257","130","","0.50590000","0.60500000","-0.09910000","2016","319","0","6","313","249","0.79550000"
"00129500","Southwestern Law School","2020","2019","190","9","0.04740000","13","0.06840000","0.11580000","23","191","108","","0.56540000","0.69420000","-0.12880000","2017","292","0","6","286","221","0.77270000"
"00130503","Stanford University","2009","2008","","","","","","","","160","","0.95000000","0.97370000","0.81440000","0.15930000","","","","","","",""
"00130503","Stanford University","2010","2009","","","","","","","","180","","0.77220000","0.94240000","0.76540000","0.17700000","","","","","","",""
"00130503","Stanford University","2011","2010","","","","","","","","152","","0.97370000","0.98660000","0.76050000","0.22610000","","","","","","",""
"00130503","Stanford University","2012","2011","","","","","","","","173","","0.91910000","0.91200000","0.75880000","0.15320000","","","","","","",""
"00130503","Stanford University","2013","2012","","","","","","","","150","","0.73330000","0.93640000","0.71430000","0.22210000","","","","","","",""
"00130503","Stanford University","2014","2013","","","","","","","","173","","0.93060000","0.91920000","0.74230000","0.17690000","","","","","","",""
"00130503","Stanford University","2015","2014","","","","","","","","175","","0.92000000","0.90060000","0.69720000","0.20340000","","","","","","",""
"00130503","Stanford University","2016","2015","","","","","","","","189","","0.80420000","0.90130000","0.67500000","0.22630000","","","","","","",""
"00130503","Stanford University","2017","2016","185","9","","7","","","7","176","","","0.93180000","0.68240000","0.24940000","","","","","","",""
"00130503","Stanford University","2018","2017","194","14","","9","","","5","176","","","0.96590000","0.71860000","0.24730000","2015","191","3","4","184","182","0.98910000"
"00130503","Stanford University","2019","2018","193","8","0.04150000","8","0.04150000","0.08290000","11","188","178","","0.94680000","0.67940000","0.26740000","2016","185","5","5","175","174","0.99430000"
"00130503","Stanford University","2020","2019","183","15","0.08200000","4","0.02190000","0.10380000","6","171","163","","0.95320000","0.74350000","0.20970000","2017","194","7","5","182","181","0.99450000"
"00131273","University of California-Berkeley","2009","2008","","","","","","","","270","","0.84440000","0.87720000","0.78070000","0.09650000","","","","","","",""
"00131273","University of California-Berkeley","2010","2009","","","","","","","","258","","0.83330000","0.91630000","0.73190000","0.18440000","","","","","","",""
"00131273","University of California-Berkeley","2011","2010","","","","","","","","258","","0.82560000","0.92020000","0.71240000","0.20780000","","","","","","",""
"00131273","University of California-Berkeley","2012","2011","","","","","","","","295","","0.76950000","0.86780000","0.72150000","0.14630000","","","","","","",""
"00131273","University of California-Berkeley","2013","2012","","","","","","","","307","","0.76220000","0.87180000","0.71430000","0.15750000","","","","","","",""
"00131273","University of California-Berkeley","2014","2013","","","","","","","","294","","0.73810000","0.85710000","0.71090000","0.14620000","","","","","","",""
"00131273","University of California-Berkeley","2015","2014","","","","","","","","289","","0.74050000","0.87850000","0.66050000","0.21800000","","","","","","",""
"00131273","University of California-Berkeley","2016","2015","","","","","","","","271","","0.76750000","0.85100000","0.63700000","0.21400000","","","","","","",""
"00131273","University of California-Berkeley","2017","2016","331","13","","14","","","14","318","","","0.86160000","0.64600000","0.21560000","","","","","","",""
"00131273","University of California-Berkeley","2018","2017","305","19","","1","","","10","295","","","0.91190000","0.69790000","0.21400000","2015","281","6","8","267","261","0.97750000"
"00131273","University of California-Berkeley","2019","2018","307","9","0.02930000","7","0.02280000","0.05210000","10","301","273","","0.90700000","0.65370000","0.25330000","2016","331","5","7","319","311","0.97490000"
"00131273","University of California-Berkeley","2020","2019","330","13","0.03940000","6","0.01820000","0.05760000","11","322","291","","0.90370000","0.71880000","0.18490000","2017","305","5","2","298","290","0.97320000"
"00131373","University of California-Davis","2009","2008","","","","","","","","199","","0.89950000","0.79890000","0.78070000","0.01820000","","","","","","",""
"00131373","University of California-Davis","2010","2009","","","","","","","","195","","0.94360000","0.88040000","0.73190000","0.14850000","","","","","","",""
"00131373","University of California-Davis","2011","2010","","","","","","","","192","","0.93230000","0.80450000","0.71240000","0.09210000","","","","","","",""
"00131373","University of California-Davis","2012","2011","","","","","","","","196","","0.89800000","0.75000000","0.72150000","0.02850000","","","","","","",""
"00131373","University of California-Davis","2013","2012","","","","","","","","203","","0.93100000","0.78310000","0.71430000","0.06880000","","","","","","",""
"00131373","University of California-Davis","2014","2013","","","","","","","","200","","0.93500000","0.82890000","0.71090000","0.11800000","","","","","","",""
"00131373","University of California-Davis","2015","2014","","","","","","","","160","","0.93750000","0.86000000","0.66050000","0.19950000","","","","","","",""
"00131373","University of California-Davis","2016","2015","","","","","","","","186","","0.95700000","0.74160000","0.63700000","0.10460000","","","","","","",""
"00131373","University of California-Davis","2017","2016","141","14","","1","","","7","133","","","0.70670000","0.62160000","0.08510000","","","","","","",""
"00131373","University of California-Davis","2018","2017","165","8","","4","","","8","161","","","0.77020000","0.67170000","0.09850000","2015","188","5","0","183","166","0.90710000"
"00131373","University of California-Davis","2019","2018","175","6","0.03430000","3","0.01710000","0.05140000","5","171","130","","0.76020000","0.61610000","0.14410000","2016","141","4","1","136","116","0.85290000"
"00131373","University of California-Davis","2020","2019","155","13","0.08390000","0","0.00000000","0.08390000","6","148","125","","0.84460000","0.70010000","0.14450000","2017","165","1","4","160","148","0.92500000"
"00131400","University of California-Irvine","2013","2012","","","","","","","","54","","1.00000000","0.90740000","0.71990000","0.18750000","","","","","","",""
"00131400","University of California-Irvine","2014","2013","","","","","","","","80","","1.00000000","0.80000000","0.72460000","0.07540000","","","","","","",""
"00131400","University of California-Irvine","2015","2014","","","","","","","","90","","1.00000000","0.77780000","0.66520000","0.11260000","","","","","","",""
"00131400","University of California-Irvine","2016","2015","","","","","","","","109","","1.00000000","0.81660000","0.65770000","0.15890000","","","","","","",""
"00131400","University of California-Irvine","2017","2016","115","4","","0","","","6","117","","","0.79490000","0.62340000","0.17150000","","","","","","",""
"00131400","University of California-Irvine","2018","2017","95","3","","0","","","3","95","","","0.80000000","0.66940000","0.13060000","2015","114","7","0","107","101","0.94390000"
"00131400","University of California-Irvine","2019","2018","114","4","0.03510000","0","0.00000000","0.03510000","3","113","80","","0.70800000","0.61790000","0.09010000","2016","115","1","0","114","108","0.94740000"
"00131400","University of California-Irvine","2020","2019","143","11","0.07690000","0","0.00000000","0.07690000","3","135","110","","0.81490000","0.69740000","0.11750000","2017","95","2","0","93","87","0.93550000"
"00131500","University of California-Los Angeles","2009","2008","","","","","","","","311","","0.92280000","0.88500000","0.78070000","0.10430000","","","","","","",""
"00131500","University of California-Los Angeles","2010","2009","","","","","","","","352","","0.88640000","0.85260000","0.73190000","0.12070000","","","","","","",""
"00131500","University of California-Los Angeles","2011","2010","","","","","","","","346","","0.84970000","0.83330000","0.71240000","0.12090000","","","","","","",""
"00131500","University of California-Los Angeles","2012","2011","","","","","","","","324","","0.95060000","0.84740000","0.72150000","0.12590000","","","","","","",""
"00131500","University of California-Los Angeles","2013","2012","","","","","","","","319","","0.92480000","0.88140000","0.71430000","0.16710000","","","","","","",""
"00131500","University of California-Los Angeles","2014","2013","","","","","","","","326","","0.94480000","0.88630000","0.71970000","0.16660000","","","","","","",""
"00131500","University of California-Los Angeles","2015","2014","","","","","","","","328","","0.92680000","0.81910000","0.66420000","0.15490000","","","","","","",""
"00131500","University of California-Los Angeles","2016","2015","","","","","","","","326","","0.97240000","0.86440000","0.65020000","0.21420000","","","","","","",""
"00131500","University of California-Los Angeles","2017","2016","318","8","","18","","","24","316","","","0.82590000","0.61970000","0.20620000","","","","","","",""
"00131500","University of California-Los Angeles","2018","2017","350","0","","29","","","24","345","","","0.87240000","0.68090000","0.19150000","2015","336","0","16","320","309","0.96560000"
"00131500","University of California-Los Angeles","2019","2018","323","3","0.00930000","9","0.02790000","0.03720000","9","320","272","","0.85000000","0.62860000","0.22140000","2016","318","0","4","314","300","0.95540000"
"00131500","University of California-Los Angeles","2020","2019","315","2","0.00630000","9","0.02860000","0.03490000","9","313","280","","0.89460000","0.70940000","0.18520000","2017","350","0","2","348","332","0.95400000"
"00132500","University of San Francisco","2009","2008","","","","","","","","222","","0.96400000","0.85980000","0.78070000","0.07910000","","","","","","",""
"00132500","University of San Francisco","2010","2009","","","","","","","","189","","0.95240000","0.78330000","0.73190000","0.05140000","","","","","","",""
"00132500","University of San Francisco","2011","2010","","","","","","","","169","","1.00000000","0.73370000","0.71240000","0.02130000","","","","","","",""
"00132500","University of San Francisco","2012","2011","","","","","","","","204","","1.00000000","0.72060000","0.72150000","-0.00090000","","","","","","",""
"00132500","University of San Francisco","2013","2012","","","","","","","","219","","1.00000000","0.66670000","0.71430000","-0.04760000","","","","","","",""
"00132500","University of San Francisco","2014","2013","","","","","","","","197","","1.00000000","0.75140000","0.71430000","0.03710000","","","","","","",""
"00132500","University of San Francisco","2015","2014","","","","","","","","196","","1.00000000","0.64290000","0.66940000","-0.02650000","","","","","","",""
"00132500","University of San Francisco","2016","2015","","","","","","","","160","","0.98750000","0.48110000","0.64060000","-0.15950000","","","","","","",""
"00132500","University of San Francisco","2017","2016","136","20","","2","","","21","135","","","0.34820000","0.60430000","-0.25610000","","","","","","",""
"00132500","University of San Francisco","2018","2017","156","24","","0","","","14","146","","","0.52050000","0.66570000","-0.14520000","2015","167","0","4","163","132","0.80980000"
"00132500","University of San Francisco","2019","2018","166","19","0.11450000","2","0.01200000","0.12650000","20","165","55","","0.33330000","0.61150000","-0.27820000","2016","136","2","5","129","87","0.67440000"
"00132500","University of San Francisco","2020","2019","116","17","0.14660000","0","0.00000000","0.14660000","15","114","44","","0.38600000","0.69200000","-0.30600000","2017","158","6","1","151","116","0.76820000"
"00132600","Santa Clara University","2009","2008","","","","","","","","285","","0.97890000","0.78490000","0.78070000","0.00420000","","","","","","",""
"00132600","Santa Clara University","2010","2009","","","","","","","","274","","0.84670000","0.81470000","0.73190000","0.08280000","","","","","","",""
"00132600","Santa Clara University","2011","2010","","","","","","","","322","","0.88820000","0.70280000","0.71240000","-0.00960000","","","","","","",""
"00132600","Santa Clara University","2012","2011","","","","","","","","301","","0.94350000","0.77110000","0.72150000","0.04960000","","","","","","",""
"00132600","Santa Clara University","2013","2012","","","","","","","","299","","0.93980000","0.71170000","0.71430000","-0.00260000","","","","","","",""
"00132600","Santa Clara University","2014","2013","","","","","","","","317","","0.95580000","0.71950000","0.71090000","0.00860000","","","","","","",""
