"schoolid","schoolname","calendaryear","totaljd","hispanicjd","amindianjd","asianjd","blackjd","nathawjd","twoormorejd","minorityjd","whitejd","nonresalienjd","unknownjd","menjd","hispanicmenjd","amindianmenjd","asianmenjd","blackmenjd","nathawmenjd","twoormoremenjd","minoritymenjd","whitemenjd","nonresalienmenjd","unknownmenjd","womenjd","hispanicwomenjd","amindianwomenjd","asianwomenjd","blackwomenjd","nathawwomenjd","twoormorewomenjd","minoritywomenjd","whitewomenjd","nonresalienwomenjd","unknownwomenjd","otherjd","hispanicotherjd","amindianotherjd","asianotherjd","blackotherjd","nathawotherjd","twoormoreotherjd","minorityotherjd","whiteotherjd","nonresalienotherjd","unknownotherjd","totalftjd","fthispanicjd","ftamindjd","ftasianjd","ftblackjd","ftnathawjd","fttwoormorejd","ftminorityjd","ftwhitejd","ftnonresalienjd","ftunknownjd","totalptjd","pthispanicjd","ptamindjd","ptasianjd","ptblackjd","ptnathawjd","pttwoormorejd","ptminorityjd","ptwhitejd","ptnonresalienjd","ptunknownjd","totaljd1","hispanicjd1","amindianjd1","asianjd1","blackjd1","nathawjd1","twoormorejd1","minorityjd1","whitejd1","nonresalienjd1","unknownjd1","amindianmenjd1","amindianotherjd1","amindianwomenjd1","asianmenjd1","asianotherjd1","asianwomenjd1","blackmenjd1","blackotherjd1","blackwomenjd1","hispanicmenjd1","hispanicotherjd1","hispanicwomenjd1","minoritymenjd1","minorityotherjd1","minoritywomenjd1","nathawmenjd1","nathawotherjd1","nathawwomenjd1","nonresalienmenjd1","nonresalienotherjd1","nonresalienwomenjd1","twoormoremenjd1","twoormoreotherjd1","twoormorewomenjd1","unknownmenjd1","unknownotherjd1","unknownwomenjd1","whitemenjd1","whiteotherjd1","whitewomenjd1","menjd1","otherjd1","womenjd1","totaljd2","amindianjd2","amindianmenjd2","amindianotherjd2","amindianwomenjd2","asianjd2","asianmenjd2","asianotherjd2","asianwomenjd2","blackjd2","blackmenjd2","blackotherjd2","blackwomenjd2","hispanicjd2","hispanicmenjd2","hispanicotherjd2","hispanicwomenjd2","minorityjd2","minoritymenjd2","minorityotherjd2","minoritywomenjd2","nathawjd2","nathawmenjd2","nathawotherjd2","nathawwomenjd2","nonresalienjd2","nonresalienmenjd2","nonresalienotherjd2","nonresalienwomenjd2","twoormorejd2","twoormoremenjd2","twoormoreotherjd2","twoormorewomenjd2","unknownjd2","unknownmenjd2","unknownotherjd2","unknownwomenjd2","whitejd2","whitemenjd2","whiteotherjd2","whitewomenjd2","menjd2","otherjd2","womenjd2","totaljd3","amindianjd3","amindianmenjd3","amindianotherjd3","amindianwomenjd3","asianjd3","asianmenjd3","asianotherjd3","asianwomenjd3","blackjd3","blackmenjd3","blackotherjd3","blackwomenjd3","hispanicjd3","hispanicmenjd3","hispanicotherjd3","hispanicwomenjd3","minorityjd3","minoritymenjd3","minorityotherjd3","minoritywomenjd3","nathawjd3","nathawmenjd3","nathawotherjd3","nathawwomenjd3","nonresalienjd3","nonresalienmenjd3","nonresalienotherjd3","nonresalienwomenjd3","twoormorejd3","twoormoremenjd3","twoormoreotherjd3","twoormorewomenjd3","unknownjd3","unknownmenjd3","unknownotherjd3","unknownwomenjd3","whitejd3","whitemenjd3","whiteotherjd3","whitewomenjd3","menjd3","otherjd3","womenjd3","totaljd4","amindianjd4","amindianmenjd4","amindianotherjd4","amindianwomenjd4","asianjd4","asianmenjd4","asianotherjd4","asianwomenjd4","blackjd4","blackmenjd4","blackotherjd4","blackwomenjd4","hispanicjd4","hispanicmenjd4","hispanicotherjd4","hispanicwomenjd4","minorityjd4","minoritymenjd4","minorityotherjd4","minoritywomenjd4","nathawjd4","nathawmenjd4","nathawotherjd4","nathawwomenjd4","nonresalienjd4","nonresalienmenjd4","nonresalienotherjd4","nonresalienwomenjd4","twoormorejd4","twoormoremenjd4","twoormoreotherjd4","twoormorewomenjd4","unknownjd4","unknownmenjd4","unknownotherjd4","unknownwomenjd4","whitejd4","whitemenjd4","whiteotherjd4","whitewomenjd4","menjd4","otherjd4","womenjd4"
"00105100","University of Alabama","2019","379","20","1","6","36","0","9","72","295","2","10","198","10","1","1","14","0","8","34","157","2","5","180","10","0","5","22","0","1","38","138","0","4","1","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","135","6","0","4","14","0","2","26","104","1","4","0","0","0","0","0","4","3","0","11","1","0","5","6","0","20","0","0","0","1","0","0","2","0","0","2","1","1","54","0","50","63","1","71","118","1","1","0","0","1","1","0","0","11","5","0","6","7","4","0","3","23","13","0","10","0","0","0","0","1","1","0","0","3","2","0","1","4","2","0","2","90","47","0","43","63","0","55","126","0","0","0","0","1","0","0","1","11","6","0","5","7","5","0","2","23","15","0","8","0","0","0","0","0","0","0","0","4","4","0","0","2","1","0","1","101","56","0","45","72","0","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00108100","Arizona State University","2011","602","64","28","21","10","0","16","139","431","5","27","364","31","13","9","6","0","10","69","277","2","16","238","33","15","12","4","0","6","70","154","3","11","","","","","","","","","","","","602","64","28","21","10","0","16","139","431","5","27","0","0","0","0","0","0","0","0","0","0","0","171","14","7","7","3","0","6","37","125","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108100","Arizona State University","2012","577","68","15","22","9","0","16","130","422","6","19","343","40","7","8","8","0","8","71","260","2","10","234","28","8","14","1","0","8","59","162","4","9","","","","","","","","","","","","577","68","15","22","9","0","16","130","422","6","19","0","0","0","0","0","0","0","0","0","0","0","152","17","2","6","1","0","7","33","116","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108100","Arizona State University","2013","567","59","13","19","13","0","20","124","422","7","14","333","32","4","9","8","0","9","62","262","3","6","234","27","9","10","5","0","11","62","160","4","8","","","","","","","","","","","","567","59","13","19","13","0","20","124","422","7","14","0","0","0","0","0","0","0","0","0","0","0","128","11","6","4","2","0","2","25","100","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108100","Arizona State University","2014","576","66","18","21","14","2","27","148","412","8","8","346","37","6","12","9","2","12","78","257","4","7","230","29","12","9","5","0","15","70","155","4","1","0","0","0","0","0","0","0","0","0","0","0","576","66","18","21","14","2","27","148","412","8","8","0","0","0","0","0","0","0","0","0","0","0","143","15","5","5","1","1","8","35","106","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108100","Arizona State University","2015","623","69","20","21","10","4","22","146","426","31","20","391","35","12","11","5","3","12","78","279","18","16","232","34","8","10","5","1","10","68","147","13","4","0","0","0","0","0","0","0","0","0","0","0","623","69","20","21","10","4","22","146","426","31","20","0","0","0","0","0","0","0","0","0","0","0","215","21","6","7","4","2","7","47","147","12","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108100","Arizona State University","2016","718","98","14","27","17","3","36","195","486","13","24","418","50","8","19","9","2","21","109","286","6","17","300","48","6","8","8","1","15","86","200","7","7","0","0","0","0","0","0","0","0","0","0","0","718","98","14","27","17","3","36","195","486","13","24","0","0","0","0","0","0","0","0","0","0","0","228","34","3","9","3","1","18","68","149","4","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108100","Arizona State University","2017","777","104","14","32","21","3","33","207","526","15","29","440","58","8","18","10","1","21","116","293","9","22","337","46","6","14","11","2","12","91","233","6","7","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","216","25","5","11","2","1","8","52","154","3","7","1","0","4","5","0","6","0","0","2","19","0","6","32","0","20","0","0","1","1","0","2","7","0","1","6","0","1","79","0","75","118","0","98","276","4","2","0","2","12","8","0","4","9","5","0","4","40","18","0","22","82","43","0","39","1","1","0","0","6","3","0","3","16","9","0","7","11","9","0","2","177","102","0","75","157","0","119","285","5","5","0","0","9","5","0","4","10","5","0","5","39","21","0","18","73","41","0","32","1","0","0","1","6","5","0","1","9","5","0","4","11","7","0","4","195","112","0","83","165","0","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108100","Arizona State University","2018","812","97","15","37","16","3","33","201","556","16","39","440","50","4","21","9","1","17","102","301","8","29","372","47","11","16","7","2","16","99","255","8","10","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","274","25","5","12","4","0","5","51","196","6","21","2","0","3","6","0","6","2","0","2","11","0","14","23","0","28","0","0","0","3","0","3","2","0","3","14","0","7","105","0","91","145","0","129","247","7","1","0","6","13","6","0","7","4","2","0","2","26","19","0","7","64","35","0","29","2","0","0","2","4","2","0","2","12","7","0","5","7","6","0","1","172","87","0","85","130","0","117","291","3","1","0","2","12","9","0","3","8","5","0","3","46","20","0","26","86","44","0","42","1","0","0","0","6","3","0","3","16","8","0","8","11","9","0","2","188","109","0","79","165","0","126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00108100","Arizona State University","2019","812","87","19","35","16","2","38","197","561","22","32","415","42","7","17","7","0","18","91","290","11","23","396","45","12","18","9","2","20","106","270","11","9","1","0","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","273","33","6","12","7","0","18","76","181","11","5","3","0","3","6","0","6","2","0","5","12","0","21","29","0","47","0","0","0","5","0","6","6","0","12","5","0","0","90","1","90","129","1","143","271","4","2","0","2","10","5","0","5","4","2","0","2","23","8","0","15","49","21","0","28","0","0","0","0","6","3","0","3","8","4","0","4","18","12","0","6","198","107","0","91","143","0","128","268","9","2","0","7","13","6","0","7","5","3","0","2","31","22","0","9","72","41","0","31","2","0","0","2","5","3","0","2","12","8","0","4","9","6","0","3","182","93","0","89","143","0","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00108300","University of Arizona","2011","440","33","12","31","6","0","15","97","277","14","52","259","18","6","16","4","0","6","50","167","7","35","181","15","6","15","2","0","9","47","110","7","17","","","","","","","","","","","","440","33","12","31","6","0","15","97","277","14","52","0","0","0","0","0","0","0","0","0","0","0","137","15","3","6","0","0","10","34","80","2","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108300","University of Arizona","2012","407","31","13","32","4","0","9","89","255","8","55","234","16","6","12","1","0","1","36","157","3","38","173","15","7","20","3","0","8","53","98","5","17","","","","","","","","","","","","407","31","13","32","4","0","9","89","255","8","55","0","0","0","0","0","0","0","0","0","0","0","109","8","6","7","0","0","0","21","80","0","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108300","University of Arizona","2013","404","33","12","32","8","0","3","88","248","32","36","240","17","7","13","3","0","0","40","163","15","22","164","16","5","19","5","0","3","48","85","17","14","","","","","","","","","","","","404","33","12","32","8","0","3","88","248","32","36","0","0","0","0","0","0","0","0","0","0","0","105","8","2","9","4","0","0","23","71","0","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108300","University of Arizona","2014","379","33","8","11","10","0","23","85","240","45","9","226","16","3","5","5","0","12","41","156","24","5","153","17","5","6","5","0","11","44","84","21","4","0","0","0","0","0","0","0","0","0","0","0","379","33","8","11","10","0","23","85","240","45","9","0","0","0","0","0","0","0","0","0","0","0","104","10","3","1","3","0","9","26","78","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108300","University of Arizona","2015","361","33","11","8","12","0","24","88","228","40","5","217","17","6","3","7","0","12","45","147","22","3","144","16","5","5","5","0","12","43","81","18","2","0","0","0","0","0","0","0","0","0","0","0","359","32","11","7","12","0","24","86","228","40","5","2","1","0","1","0","0","0","2","0","0","0","101","7","6","0","3","0","12","28","69","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108300","University of Arizona","2016","368","59","20","15","11","0","10","115","211","36","6","221","36","9","9","6","0","3","63","134","18","6","147","23","11","6","5","0","7","52","77","18","0","0","0","0","0","0","0","0","0","0","0","0","364","58","20","15","10","0","10","113","210","35","6","4","1","0","0","1","0","0","2","1","1","0","103","24","9","7","2","0","1","43","56","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108300","University of Arizona","2017","336","52","26","16","11","2","4","111","193","32","0","192","22","12","12","5","2","2","55","120","17","0","144","30","14","4","6","0","2","56","73","15","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","103","17","7","6","2","1","1","34","56","13","0","1","0","6","5","0","1","0","0","2","4","0","13","12","0","22","1","0","0","9","0","4","1","0","0","0","0","0","30","0","26","51","0","52","132","10","8","0","2","8","6","0","2","7","4","0","3","24","11","0","13","51","30","0","21","1","1","0","0","12","5","0","7","1","0","0","1","0","0","0","0","69","47","0","22","82","0","50","101","9","3","0","6","2","1","0","1","2","1","0","1","11","7","0","4","26","13","0","13","0","0","0","0","7","3","0","4","2","1","0","1","0","0","0","0","68","43","0","25","59","0","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00108300","University of Arizona","2018","340","58","19","15","7","4","9","112","194","34","0","195","25","8","11","2","3","4","53","119","23","0","143","33","11","4","5","1","5","59","73","11","0","2","0","0","0","0","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","135","22","4","1","2","2","6","37","77","21","0","1","0","3","0","0","1","1","0","1","12","0","10","18","0","19","1","0","1","14","0","7","3","0","3","0","0","0","46","2","29","78","2","55","91","7","1","0","6","6","5","0","1","2","0","0","2","12","3","0","9","29","11","0","18","1","1","0","0","5","4","0","1","1","1","0","0","0","0","0","0","57","33","0","24","48","0","43","114","8","6","0","2","8","6","0","2","3","1","0","2","24","10","0","14","46","24","0","22","1","0","0","0","8","5","0","3","2","0","0","2","0","0","0","0","60","40","0","20","69","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00108300","University of Arizona","2019","375","47","16","11","8","3","14","99","232","44","0","209","22","4","8","5","2","9","50","135","24","0","166","25","12","3","3","1","5","49","97","20","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","157","14","5","5","5","0","6","35","101","21","0","2","0","3","3","0","2","4","0","1","8","0","6","21","0","14","0","0","0","9","0","12","4","0","2","0","0","0","57","0","44","87","0","70","128","4","1","0","3","0","0","0","0","2","1","0","1","20","10","0","10","35","17","0","18","2","1","0","1","18","12","0","6","7","4","0","3","0","0","0","0","75","47","0","28","76","0","52","90","7","1","0","6","6","5","0","1","1","0","0","1","13","4","0","9","29","12","0","17","1","0","0","0","5","3","0","2","1","1","0","0","0","0","0","0","56","31","0","25","46","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
